CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_OPENEYE_CAN_SMILES,PUBCHEM_OPENEYE_ISO_SMILES,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,PUBCHEM_XLOGP3_AA,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,1,14  16  814  18  815  17  815  19  816  20  817  21  818  22  819  23  820  24  821  25  822  24  823  25  86  8  3,0,0,365,4,0,11,AAADceB4OAIAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAGgAAACAADQSgkAIyBoAAARCAQCBCAIACAAAgIAAIiAAGCIgIJiKAERKAMAAkwBEIiAeAwAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,-1,44.8,1,1,14716,15255,362.16469634,25,0,phosphoric acid 2-ethylhexyl diphenyl ester,"InChI=1S/C20H27O4P/c1-3-5-12-18(4-2)17-22-25(21,23-19-13-8-6-9-14-19)24-20-15-10-7-11-16-20/h6-11,13-16,18H,3-5,12,17H2,1-2H3",CGSLYBDCEGBZCG-UHFFFAOYSA-N,2-ethylhexyl diphenyl phosphate,2-ethylhexyl diphenyl phosphate,2-ethylhexyl diphenyl phosphate,2-ethylhexyl diphenyl phosphate,phosphoric acid 2-ethylhexyl diphenyl ester,C20H27O4P,362.4,362.16469634,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,0,6.3,,14716,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])OP(=O)(OC1=C([H])C([H])=C([H])C([H])=C1[H])OC2=C([H])C([H])=C([H])C([H])=C2[H]
