ALERTSCounter,Alert for Acyl Transfer agent identified.,Alert for Michael Acceptor identified.,Alert for SN2 identified.,Alert for SNAr Identified.,Alert for Schiff base formation  identified.,CRAMERFLAGS,No skin sensitisation reactivity domains alerts identified.,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_OPENEYE_CAN_SMILES,PUBCHEM_OPENEYE_ISO_SMILES,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,SMILES
0.0000e+00,NO,NO,NO,NO,NO,,YES,0,0,0,0,52.4,6,0,0,AAADcQAAOAgAYBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,-1,78.5,5,1,92027383,15255,255.836904,11,0,dipotassium;dioxosilane;oxo(oxoalumanyloxy)alumane;oxygen(2-),InChI=1S/2Al.2K.O2Si.4O/c;;;;1-3-2;;;;/q;;2*+1;;;;;-2,YGANSGVIUGARFR-UHFFFAOYSA-N,dipotassium;dioxosilane;oxo(oxoalumanyloxy)alumane;oxygen(2-),dipotassium;dioxosilane;oxo(oxoalumanyloxy)alumane;oxygen(2-),dipotassium;dioxosilane;oxo(oxoalumanyloxy)alumane;oxygen(2-),dipotassium;bis(oxidanylidene)silane;oxidanylidene(oxidanylidenealumanyloxy)alumane;oxygen(2-),dipotassium;diketosilane;keto(ketoalumanyloxy)alumane;oxygen(2-),Al2K2O6Si,256.24,255.836904,[O-2].O=[Al]O[Al]=O.O=[Si]=O.[K+].[K+],[O-2].O=[Al]O[Al]=O.O=[Si]=O.[K+].[K+],[O-2].O=[Al]O[Al]=O.O=[Si]=O.[K+].[K+],0,,92027383,[Al](=O)O[Al]=O.[K+].[K+].O=[Si]=O.[O-2]
