ALERTSCounter,Alert for Acyl Transfer agent identified.,Alert for Michael Acceptor identified.,Alert for SN2 identified.,Alert for SNAr Identified.,Alert for Schiff base formation  identified.,CRAMERFLAGS,No skin sensitisation reactivity domains alerts identified.,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_OPENEYE_CAN_SMILES,PUBCHEM_OPENEYE_ISO_SMILES,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,SMILES
0.0000e+00,NO,NO,NO,NO,NO,,YES,0,0,0,0,71.2,6,0,0,AAADcQAAOSwAACAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,-1,89.5,4,1,165360057,15255,201.9016403,10,0,magnesium;sodium;oxido-[oxido(oxo)silyl]oxy-oxosilane;fluoride,InChI=1S/FH.Mg.Na.O5Si2/c;;;1-6(2)5-7(3)4/h1H;;;/q;+2;+1;-2/p-1,QHGHQCANXAIYHN-UHFFFAOYSA-M,magnesium;sodium;oxido-[oxido(oxo)silyl]oxy-oxosilane;fluoride,magnesium;sodium;oxido-[oxido(oxo)silyl]oxy-oxosilane;fluoride,magnesium;sodium;oxido-[oxido(oxo)silyl]oxy-oxo-silane;fluoride,magnesium;sodium;oxidanidyl-[oxidanidyl(oxidanylidene)silyl]oxy-oxidanylidene-silane;fluoride,magnesium;sodium;keto-[keto(oxido)silyl]oxy-oxido-silane;fluoride,FMgNaO5Si2,202.46,201.9016403,[O-][Si](=O)O[Si](=O)[O-].[F-].[Na+].[Mg+2],[O-][Si](=O)O[Si](=O)[O-].[F-].[Na+].[Mg+2],[O-][Si](=O)O[Si](=O)[O-].[F-].[Na+].[Mg+2],0,,165360057,[F-].[Mg+2].[Na+].O=[Si]([O-])O[Si](=O)[O-]
