CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_OPENEYE_CAN_SMILES,PUBCHEM_OPENEYE_ISO_SMILES,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,0,0,0,36.8,5,1,0,AAADcQAAOAIAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACCAAAAAAAAAAAAAAABAAQAAAAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,-1,87.3,4,1,16206293,15255,178.9002894,8,0,aluminum;calcium;hydroxide;phosphate,"InChI=1S/Al.Ca.H3O4P.H2O/c;;1-5(2,3)4;/h;;(H3,1,2,3,4);1H2/q+3;+2;;/p-4",MTTJZYYPFQYKNL-UHFFFAOYSA-J,aluminum;calcium;hydroxide;phosphate,aluminum;calcium;hydroxide;phosphate,aluminum;calcium;hydroxide;phosphate,aluminum;calcium;hydroxide;phosphate,aluminum;calcium;hydroxide;phosphate,AlCaHO5P+,179.04,178.9002894,[OH-].[O-]P(=O)([O-])[O-].[Al+3].[Ca+2],[OH-].[O-]P(=O)([O-])[O-].[Al+3].[Ca+2],[OH-].[O-]P(=O)([O-])[O-].[Al+3].[Ca+2],1,,16206293,"1N,2N,3Y,4N",[Al+3].[Ca+2].O=P([O-])([O-])[O-].[O-][H]
