表格,FCA编号,中文名称,CAS号,使用范围和最大使用量/%,SML/QM/(mg/kg),SML(T)/(mg/kg),SML(T),分组编号,其他要求
A6,FCA0732,二甘醇,111-46-6,按生产需要适量使用  30 2,,,,,
A6,FCA0733,二甘醇一丁醚,112-34-5,按生产需要适量使用,,,,,
A6,FCA0734,二甘醇乙醚,111-90-0,按生产需要适量使用,,,,,
A6,FCA0735,"二甘醇与 1,3-异苯并呋喃二酮的聚合物",32472-85-8,按生产需要适量使用  30 2,,,,,
A6,FCA0736,二甲胺与环氧氯丙烷的聚合物,25988-97-0,0.25 1(环氧氯丙烷 :QM);ND(环氧氯丙烷,":SML,DL=0.01mg/kg)",,,,
A6,FCA0738,二甲基 (硅氧烷与聚硅氧烷 )和二氧化硅的反应产物,67762-90-7,按生产需要适量使用,,,,,
A6,FCA0740,二甲基 3-羟基丙基甲基 (硅氧烷与聚硅氧烷 )和聚乙二醇乙酸酯的醚化物,70914-12-4,0.009(以干重计 ) 30 2,,,,,
A6,FCA0742,二甲基甲基氢化 (硅氧烷与聚硅氧烷 ),68037-59-2,按生产需要适量使用,,,,,
A6,FCA0745,二聚氰胺,461-58-5,按生产需要适量使用,,,,,
A6,FCA0746,二磷酸与氧化四氟乙烯还原聚合物乙氧基化甲酯的聚合物,200013-65-6,非微波条件下 :1.5;微波条件下,:1,1.5%(QM);0.24(环氧乙烷,:QM)或,,"ND(环氧乙烷 :SML,DL=0.01mg/kg);1.6(1,4-二烷 :QM)"
A6,FCA0750,二羟基丙基十八烷酸酯,123-94-4,按生产需要适量使用,,,,,
A6,FCA0752,"二十二烷酸 1,2,3-丙三醇酯均聚物",64366-79-6,按生产需要适量使用,,,,,
A6,FCA0754,二水合柠檬酸三钠盐,6132-04-3,按生产需要适量使用,,,,,
A6,FCA0758,二亚乙基三胺,111-40-0,按生产需要适量使用  5(SML),,,,,
A6,FCA0759,二氧化硅,7631-86-9;112945-52-5;14808-60-7,按生产需要适量使用,,,,,
A6,FCA0760,二氧化氯,10049-04-4,按生产需要适量使用,,,,,
A6,FCA0762,二氧化锡,18282-10-5,"0.055 0.18(以锡计 ,SML) 仅用于颜料 ,颜料中含量应小于 1.1%;应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0763,二乙醇胺,111-42-2,按生产需要适量使用  0.3(SML),,,,,
A6,FCA0767,二乙烯基苯,1321-74-0,"按生产需要适量使用  ND(以二乙烯基苯和乙基乙烯基苯之和计 ,SML,DL=0.01mg/kg)",,,,,
A6,FCA0768,二乙烯三胺五乙酸五钠,140-01-2,按生产需要适量使用,,,,,
A6,FCA0769,反丁烯二酸,110-17-8,按生产需要适量使用,,,,,
A6,FCA0772,芳族硫酸和甲醛的缩合产物  — 0.1 15 15,,,,,,,
A6,FCA0773,沸石,1318-02-1,按生产需要适量使用,,,,,
A6,FCA0775,富马酸化松香酸钾盐,68649-83-2,按生产需要适量使用,,,,,
A6,FCA0776,富马酸化松香酯,65997-04-8,按生产需要适量使用,,,,,
A6,FCA0779,高岭土,1332-58-7,按生产需要适量使用,,,,,
A6,FCA0782,硅胶,112926-00-8;63231-67-4,按生产需要适量使用,,,,,
A6,FCA0783,硅铝酸钠镁,12040-43-6,按生产需要适量使用,,,,,
A6,FCA0784,硅酸,1343-98-2,按生产需要适量使用,,,,,
A6,FCA0785,硅酸钙,1344-95-2,按生产需要适量使用,,,,,
A6,FCA0786,硅酸钾,1312-76-1,按生产需要适量使用,,,,,
A6,FCA0791,硅酸铝钠,1344-00-9,2,,,,,
A6,FCA0792,硅酸镁,1343-88-0,按生产需要适量使用,,,,,
A6,FCA0793,硅酸钠,1344-09-8,按生产需要适量使用,,,,,
A6,FCA0795,硅藻土,61790-53-2,按生产需要适量使用,,,,,
A6,FCA0800,癸二酸二正丁酯,109-43-3,按生产需要适量使用  60 32,,,,,
A6,FCA0802,果胶酶,9025-98-3;9032-75-1;9033-35-6,按生产需要适量使用,,,,,
A6,FCA0804,过硫酸铵,7727-54-0,按生产需要适量使用,,,,,
A6,FCA0805,过硫酸钠,7775-27-1,按生产需要适量使用,,,,,
A6,FCA0809,过氧化苯甲酰,94-36-0,按生产需要适量使用,,,,,
A6,FCA0813,过氧化羟基异丙苯,80-15-9,按生产需要适量使用,,,,,
A6,FCA0814,过氧化氢,7722-84-1,按生产需要适量使用,,,,,
A6,FCA0815,过氧化氢酶,9001-05-2,按生产需要适量使用,,,,,
A6,FCA0817,过氧乙酸,79-21-0,0.1,,,,,
A6,FCA0819,褐煤蜡,8002-53-7,按生产需要适量使用,,,,,
A6,FCA0823,糊精,9004-53-9,按生产需要适量使用,,,,,
A6,FCA0824,滑石粉,14807-96-6,按生产需要适量使用,,,,,
A6,FCA0825,环辛烯,931-88-4,按生产需要适量使用  0.05(SML) 生产的材料或制品仅用于接触水性食品,,,,,
A6,FCA0828,环氧氯丙烷,106-89-8,"按生产需要适量使用  1(QM);ND(SML,DL=0.01mg/kg)",,,,,
A6,FCA0829,环氧乙烷,75-21-8,"按生产需要适量使用  1(QM)或 ND(SML,DL=0.01mg/kg)",,,,,
A6,FCA0833,磺化二苯醚四聚丙烯衍生物钠盐,119345-04-9,按生产需要适量使用,,,,,
A6,FCA0835,磺基丁二酸 -4-[1-甲基 -2-[(1-氧代 -9-十八烯基 )氨基 ]]乙酯二钠盐,67815-88-7,按生产需要适量使用,,,,,
A6,FCA0836,己二酸,124-04-9,按生产需要适量使用,,,,,
A6,FCA0843,"己二酸与 1,2-乙二醇、1,3-苯二甲酸、2-乙基 -2-羟甲基 -1,3-丙二醇和 1,4-苯二甲酸的聚合物",83863-90-5,按生产需要适量使用  6(三羟甲基丙烷 :SML),30(以乙二醇计 );7.5(以对苯二甲酸计 ),2;28,,,
A6,FCA0846,"己二酸与 1,3-苯二甲酸、1,2-丙二醇和 2-乙基 -2-(羟甲基 )-1,3-丙二醇的聚合物",26282-28-0,按生产需要适量使用  6(三羟甲基丙烷 :SML),5,27,,,
A6,FCA0854,"己二酸与 N-(-2-氨基乙基)、1,2-乙二胺和 (氯甲基 )环氧乙烷的聚合物",25212-19-5,"按生产需要适量使用  ND(乙烯亚胺 :SML,DL=0.01mg/kg)",,,,,
A6,FCA0861,加氢石油重烷烃馏分,64742-54-7,按生产需要适量使用,,,,,
A6,FCA0862,甲醇,67-56-1,按生产需要适量使用,,,,,
A6,FCA0867,甲基丙烯酸丙烯酯与丙烯酸丁酯、甲基丙烯酸和甲基丙烯酸甲酯的共聚物,92124-73-7,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A6,FCA0868,甲基丙烯酸丁酯,97-88-1,按生产需要适量使用  6 23,,,,,
A6,FCA0870,甲基丙烯酸丁酯与丙烯酸 -2-乙基己基酯、甲基丙烯酸和甲基丙烯酸甲酯的共聚物,56925-73-6,按生产需要适量使用  0.05(丙烯酸 -2-乙基己基酯 :SML),6,23,,,
A6,FCA0871,甲基丙烯酸丁酯与丙烯酸 -2-乙基己基酯和甲基丙烯酸甲酯的共聚物,52383-91-2,按生产需要适量使用  0.05(丙烯酸 -2-乙基己基酯 :SML),6,23,,,
A6,FCA0872,甲基丙烯酸丁酯与甲基丙烯酸、甲基丙烯酸甲酯和苯乙烯的共聚物,56793-67-0,按生产需要适量使用  6 23,,,,,
A6,FCA0873,甲基丙烯酸丁酯与甲基丙烯酸的共聚物,26284-14-0,按生产需要适量使用  6 23,,,,,
A6,FCA0874,甲基丙烯酸丁酯与甲基丙烯酸甲酯的共聚物,25608-33-7,按生产需要适量使用  6 23,,,,,
A6,FCA0875,甲基丙烯酸丁酯与甲基丙烯酸甲酯和苯乙烯的共聚物,26634-89-9,按生产需要适量使用  6 23,,,,,
A6,FCA0876,甲基丙烯酸丁酯与甲基丙烯酸甲酯和丙烯酸的共聚物,26898-31-7,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A6,FCA0877,甲基丙烯酸甲酯,80-62-6,按生产需要适量使用  6 23,,,,,
A6,FCA0878,甲基丙烯酸甲酯与丙烯酸丁酯的共聚物,25852-37-3,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A6,FCA0880,甲基丙烯酸缩水甘油酯,106-91-2,"按生产需要适量使用  0.02(SML) 当甲基丙烯酸缩水甘油酯可与所接触食品或食品模拟物发生反应时 ,使用 0.02mg/6dm2(QM)作为其限量值",,,,,
A6,FCA0882,甲基丙烯酸乙酯,97-63-2,按生产需要适量使用  6 23,,,,,
A6,FCA0883,甲基丙烯酸异丁酯,97-86-9,按生产需要适量使用  6 23,,,,,
A6,FCA0884,甲基丙烯酸与丙烯酸丁酯和丙烯酸乙酯的聚合物,31069-81-5,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A6,FCA0885,甲基丙烯酸与甲基丙烯酸甲酯共聚物的铵盐,60474-81-9,按生产需要适量使用  6 23,,,,,
A6,FCA0887,甲基丙烯酸与乙烯的聚合物,25053-53-6,按生产需要适量使用  6 23,,,,,
A6,FCA0888,甲基丙烯酰胺,79-39-0,"按生产需要适量使用  ND(SML,DL=0.01mg/kg)",,,,,
A6,FCA0890,甲基氢硅氧烷与聚硅氧烷,63148-57-2,按生产需要适量使用,,,,,
A6,FCA0894,甲基异丁基酮,108-10-1,按生产需要适量使用  5(SML),,,,,
A6,FCA0895,甲醛,50-00-0,按生产需要适量使用  15 15,,,,,
A6,FCA0898,甲酸,64-18-6,按生产需要适量使用,,,,,
A6,FCA0899,甲酸钠,141-53-7,按生产需要适量使用,,,,,
A6,FCA0902,间苯二甲酸,121-91-5,1.5 5 27,,,,,
A6,FCA0906,碱式氯化铝,1327-41-9,按生产需要适量使用,,,,,
A6,FCA0908,焦磷酸二氢二钠 ;二磷酸二钠,7758-16-9,按生产需要适量使用,,,,,
A6,FCA0909,焦磷酸钠,7722-88-5,按生产需要适量使用,,,,,
A6,FCA0910,芥酸酰胺 ;(Z)-13-二十二烯酰胺,112-84-5,按生产需要适量使用,,,,,
A6,FCA0917,聚丙二醇,25322-69-4,按生产需要适量使用,,,,,
A6,FCA0919,聚丙烯酸乙酯,9003-32-1,按生产需要适量使用  6 22,,,,,
A6,FCA0920,聚丙烯酰胺,9003-05-8,"0.1 ND(丙烯酰胺 :SML,DL=0.01mg/kg)",,,,,
A6,FCA0923,聚二甲基硅氧烷,63148-62-9;9016-00-6,按生产需要适量使用 分子量不低于 6800,,,,,
A6,FCA0924,聚二甲基硅氧烷和苯基倍半硅氧烷的共聚物,73138-88-2,按生产需要适量使用,,,,,
A6,FCA0929,聚磷酸钠盐,68915-31-1,按生产需要适量使用,,,,,
A6,FCA0932,聚树脂酸、松香酸、甘油的酯化物,68475-37-6,按生产需要适量使用,,,,,
A6,FCA0936,聚酰胺环氧氯丙烷树脂  — 1.5,,,,,,,
A6,FCA0940,聚氧乙烯山梨醇酐三硬脂酸酯 (吐温 -65),9005-71-4,按生产需要适量使用  30 2,,,,,
A6,FCA0941,聚氧乙烯山梨糖醇酐单硬脂酸酯,9004-99-3,按生产需要适量使用  30 2,,,,,
A6,FCA0942,聚氧乙烯山梨糖醇酐单油酸酯 (吐温 -80),9005-65-6,按生产需要适量使用  30 2,,,,,
A6,FCA0946,聚乙二醇,25322-68-3,15 30 2,,,,,
A6,FCA0947,聚乙二醇和聚丙二醇的脂肪酸酯  — 按生产需要适量使用  30 2,,,,,,,
A6,FCA0948,聚乙二醇三甲基壬基醚,60828-78-6,按生产需要适量使用  30 2,,,,,
A6,FCA0949,聚乙二醇辛基苯基酯,9004-87-9,按生产需要适量使用  1(环氧乙烷 :QM)或,"ND(环氧乙烷 :SML,DL=0.01mg/kg)",30,2,,
A6,FCA0952,聚乙酸乙烯酯,9003-20-7,按生产需要适量使用  12(乙酸乙烯酯 :SML),,,,,
A6,FCA0954,聚乙烯亚胺,9002-98-6,0.5,,,,,
A6,FCA0958,酪蛋白,9000-71-9,按生产需要适量使用,,,,,
A6,FCA0962,邻苯二甲酸二烯丙酯,131-17-9,"按生产需要适量使用  ND(SML,DL=0.01mg/kg) 生产的材料或制品不得用于接触脂肪性食品、乙醇含量高于 20%的食品和婴幼儿食品",,,,,
A6,FCA0966,邻苯二甲酸酐,85-44-9,按生产需要适量使用,,,,,
A6,FCA0967,邻苯二羧酸 -二 -C8~C10支链烷基酯 (C9富集 ),68515-48-0,43 9[以 SML(T)组号 26物质之和计 ];60[以 SML(T)组号 32物质之和计 ] 26;32 生产的材料或制品不得用于接触脂肪性食品、乙醇含量高于 20%的食品和婴幼儿食品,,,,,
A6,FCA0968,邻苯基苯酚,90-43-7,0.01,,,,,
A6,FCA0970,磷酸,7664-38-2,按生产需要适量使用,,,,,
A6,FCA0972,"磷酸 [(3,5-双叔丁基 -4-羟苯基 )-甲基 ]单乙基酯钙盐 (2∶1)",65140-91-2,0.5 6(SML),,,,,
A6,FCA0975,磷酸淀粉,11120-02-8;63055-37-8,按生产需要适量使用,,,,,
A6,FCA0977,磷酸二氢钾,7778-77-0,按生产需要适量使用,,,,,
A6,FCA0980,磷酸钠,7632-05-5,按生产需要适量使用,,,,,
A6,FCA0981,磷酸氢二铵,7783-28-0,按生产需要适量使用,,,,,
A6,FCA0982,磷酸氢二钾,7758-11-4,按生产需要适量使用,,,,,
A6,FCA0983,磷酸氢化淀粉酯,55963-33-2,按生产需要适量使用,,,,,
A6,FCA0986,磷酸三叔丁酯,126-71-6,按生产需要适量使用,,,,,
A6,FCA0990,硫胺甲苯与甲醛的缩合产物  — 0.6 15 15,,,,,,,
A6,FCA0991,"硫代丁烯二酸 -1,4-二 (十三烷基酯 )钠盐",2673-22-5,按生产需要适量使用  5(SML),,,,,
A6,FCA0992,硫代硫酸钠,7772-98-7,按生产需要适量使用  10 19,,,,,
A6,FCA0995,硫酸,7664-93-9,按生产需要适量使用,,,,,
A6,FCA0996,硫酸铵,7783-20-2,按生产需要适量使用,,,,,
A6,FCA0997,硫酸钙,7778-18-9,按生产需要适量使用,,,,,
A6,FCA0998,硫酸铝,10043-01-3,按生产需要适量使用,,,,,
A6,FCA0999,硫酸镁,7487-88-9,按生产需要适量使用,,,,,
A6,FCA1000,硫酸钠,7757-82-6,按生产需要适量使用,,,,,
A6,FCA1003,硫酸锌,7733-02-0,按生产需要适量使用 锌元素 SML应符合附录 C规定,,,,,
A6,FCA1004,硫酸亚铁,7782-63-0,按生产需要适量使用 铁元素 SML应符合附录 C规定,,,,,
A6,FCA1005,六偏磷酸钠,10124-56-8;68915-31-1,1,,,,,
A6,FCA1006,六亚甲基四胺,100-97-0,按生产需要适量使用  15 15,,,,,
A6,FCA1007,卵磷脂,8002-43-5,按生产需要适量使用,,,,,
A6,FCA1008,铝,7429-90-5,按生产需要适量使用,,,,,
A6,FCA1009,铝酸钠,1302-42-7,按生产需要适量使用,,,,,
A6,FCA1010,"氯化 -N ,N ,N-三甲基 -2-[(1-氧代 -2-丙烯酰氧 )基 ]-乙铵",44992-01-0,0.015,,,,,
A6,FCA1011,"氯化 -N ,N ,N-三甲基 -2-[(1-氧合 -2-丙烯基 )氧乙铵 ]与 2-丙烯酰胺的聚合物",69418-26-4,"0.15 ND(丙烯酰胺 ,DL=0.01mg/kg)",,,,,
A6,FCA1012,氯化铵,12125-02-9,7(以干重计 ),,,,,
A6,FCA1013,氯化胆碱,67-48-1,按生产需要适量使用,,,,,
A6,FCA1017,氯化镁,7786-30-3,按生产需要适量使用,,,,,
A6,FCA1018,氯化锰,7773-01-5,按生产需要适量使用 锰元素 SML应符合附录 C规定,,,,,
A6,FCA1019,氯化钠,7647-14-5,按生产需要适量使用,,,,,
A6,FCA1021,氯化铁,7705-08-0,按生产需要适量使用 铁元素 SML应符合附录 C规定,,,,,
A6,FCA1024,氯乙烯和乙酸乙烯的共聚物,9003-22-9,按生产需要适量使用  12(乙酸乙烯酯 :SML);ND(氯乙烯,":SML,DL=0.01mg/kg)或",1(氯乙烯,",QM)",,
A6,FCA1025,马来酸酐改性聚丙烯,119415-04-2,按生产需要适量使用,,,,,
A6,FCA1030,木聚糖酶,9025-57-4,按生产需要适量使用,,,,,
A6,FCA1031,木素磺酸钙,8061-52-7,0.6,,,,,
A6,FCA1034,木质素磺酸钠,8061-51-6,1 0.24(木质素磺酸 :SML),,,,,
A6,FCA1035,萘磺酸与甲醛聚合物的钠盐,9084-06-4,按生产需要适量使用  15 15,,,,,
A6,FCA1036,尿素,57-13-6,0.25,,,,,
A6,FCA1037,"尿素与 N-(2-氨乙基 )-1,2-亚乙基二胺和甲醛的聚合物",61472-52-4,按生产需要适量使用  15 15,,,,,
A6,FCA1043,硼砂,1303-96-4,按生产需要适量使用  6 16,,,,,
A6,FCA1044,硼酸,10043-35-3,按生产需要适量使用  6 16,,,,,
A6,FCA1045,膨润土,1302-78-9,按生产需要适量使用,,,,,
A6,FCA1046,膨润土钠,85049-30-5,按生产需要适量使用,,,,,
A6,FCA1047,葡萄糖,50-99-7,1,,,,,
A6,FCA1048,葡萄糖浆,8029-43-4,1,,,,,
A6,FCA1049,漆酶,80498-15-3,"0.00005 ND(SML,DL=0.01mg/kg)",,,,,
A6,FCA1050,歧化 -α-(壬基苯基 )-ω-羟基 -(聚环氧乙烷 ),68412-54-4,按生产需要适量使用  1(环氧乙烷 :QM)或,"ND(环氧乙烷 :SML,DL=0.01mg/kg)",生产的材料或制品仅用于接触水性和脂肪性食品,,,
A6,FCA1057,羟基封端的聚二甲基硅氧烷 ;羟基封端的二甲基 (硅氧烷与聚硅氧烷 ),70131-67-8,按生产需要适量使用,,,,,
A6,FCA1060,羟乙基淀粉,9005-27-0,7,,,,,
A6,FCA1061,羟乙基纤维素,9004-62-0,按生产需要适量使用,,,,,
A6,FCA1064,氢化处理的石蜡,64742-51-4,0.1,,,,,
A6,FCA1067,氢化牛油脂肪酸二聚物的二烯酮衍生物,68390-56-7,0.4,,,,,
A6,FCA1070,氢化松香,65997-06-0,按生产需要适量使用,,,,,
A6,FCA1072,氢化辛烯基丁二酸支链淀粉酯 ;辛烯基琥珀酸支链淀粉酯,125109-81-1,按生产需要适量使用,,,,,
A6,FCA1075,氢氧化铵,1336-21-6,按生产需要适量使用,,,,,
A6,FCA1077,氢氧化钾,1310-58-3,按生产需要适量使用,,,,,
A6,FCA1079,氢氧化铝,21645-51-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA1080,氢氧化镁,1309-42-8,按生产需要适量使用,,,,,
A6,FCA1081,氢氧化钠,1310-73-2,按生产需要适量使用,,,,,
A6,FCA1082,氢氧化锌,20427-58-1,按生产需要适量使用 锌元素 SML应符合附录 C规定,,,,,
A6,FCA1097,三聚磷酸钠 ;三磷酸五钠 ;磷酸五钠,7758-29-4,按生产需要适量使用,,,,,
A6,FCA1098,三聚氰胺甲醛树脂,9003-08-1,"按生产需要适量使用  2.5(1,3,5-三嗪 -2,4,6-三胺 /三聚氰胺 :SML)",15,15,用于生产婴幼儿专用食品接触材料及制品时,,",三聚氰胺 SML为 1mg/kg"
A6,FCA1100,三缩四乙二醇,112-60-7,按生产需要适量使用  30 2,,,,,
A6,FCA1101,三亚乙基四胺,112-24-3,4,,,,,
A6,FCA1104,三乙胺,121-44-8,1.5,,,,,
A6,FCA1105,三乙醇胺,102-71-6,按生产需要适量使用  0.05(SML),,,,,
A6,FCA1107,三异丙醇胺,122-20-3,按生产需要适量使用  0.05(SML),,,,,
A6,FCA1109,山梨醇酐三硬脂酸酯 ;脱水山梨醇三硬脂酸酯,26658-19-5,按生产需要适量使用,,,,,
A6,FCA1111,十八醇,112-92-5,按生产需要适量使用,,,,,
A6,FCA1112,"十八酸 -2,2-二 [十八碳酰氧甲基 ]-1,3-丙二基酯",115-83-3,按生产需要适量使用,,,,,
A6,FCA1119,十二烷基 (磺化苯氧基 )苯磺酸二钠,28519-02-0,按生产需要适量使用,,,,,
A6,FCA1121,十二烷基苯磺酸钠,25155-30-0,按生产需要适量使用  30(SML),,,,,
A6,FCA1122,十二烷基硫酸钠,151-21-3,1,,,,,
A6,FCA1123,十六烷基 (磺基苯氧基 )磺酸二钠盐,65143-89-7,按生产需要适量使用,,,,,
A6,FCA1127,"十一烷基 -ω-羟基聚 (氧 -1,2-亚乙基 )",34398-01-1,按生产需要适量使用  1(环氧乙烷 :QM)或,"ND(环氧乙烷 :SML,DL=0.01mg/kg)",,,,
A6,FCA1128,石灰石,1317-65-3,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA1129,石蜡和烃蜡,8002-74-2,按生产需要适量使用,,,,,
A6,FCA1131,石油加氢轻馏分,64742-47-8,0.1,,,,,
A6,FCA1132,石油精,64742-48-9,按生产需要适量使用,,,,,
A6,FCA1133,食用植物油  — 按生产需要适量使用,,,,,,,
A6,FCA1134,叔丁基过氧化氢,75-91-2,按生产需要适量使用,,,,,
A6,FCA1135,"叔二丁基羟基甲苯 (BHT);2,6-二叔丁基对甲基苯酚",128-37-0,按生产需要适量使用  3(SML),,,,,
A6,FCA1142,双 (乙酰氧代 )二丁基锡烷,1067-33-0,"0.03 0.18(以锡计 ,SML)",,,,,
A6,FCA1143,双 [乙基 (全氟辛烷 )磺酰胺乙基 ]磷酸铵,30381-98-7,0.5(以干纸计 ),,,,,
A6,FCA1152,顺丁烯二酸二丁酯,105-76-0,按生产需要适量使用,,,,,
A6,FCA1153,顺丁烯二酸酐,108-31-6,按生产需要适量使用  30 3,,,,,
A6,FCA1154,顺丁烯二酸松香酯,8050-28-0,按生产需要适量使用,,,,,
A6,FCA1155,"顺丁烯酸与 1,3-丁二烯、苯乙烯、2-丙烯腈和 2-丙烯酸的聚合物",208448-02-6,"30 0.05(丁烯酸 :SML);ND(1,3-丁二烯",":SML,DL=0.01mg/kg)或","1(1,3-丁二烯",:QM);ND(丙烯腈,,":SML,DL=0.01mg/kg) 6 22 无相应的丁烯酸迁移量检测方法时可使用 0.05mg/6dm2(QM)作为其限量值"
A6,FCA1156,"顺丁烯酸与 1,3-丁二烯、苯乙烯、亚甲基丁二酸和 2-丙烯腈的聚合物",153085-93-9,"30 0.05(丁烯酸 :SML);ND(1,3-丁二烯",":SML,DL=0.01mg/kg)或","1(1,3-丁二烯",:QM);ND(丙烯腈,,":SML,DL=0.01mg/kg) 无相应的丁烯酸迁移量检测方法时可使用 0.05mg/6dm2(QM)作为其限量值"
A6,FCA1157,四硼酸钠五水合物,12179-04-3,按生产需要适量使用  6 16,,,,,
A6,FCA1158,四氢 -2-呋喃甲醇,97-99-4,"按生产需要适量使用  ND(SML,DL=0.01mg/kg)",,,,,
A6,FCA1159,"四氢 -3,5-二甲基 -2H-1,3,5-噻二嗪 -2-硫酮 ;棉隆",533-74-4,按生产需要适量使用,,,,,
A6,FCA1160,四氢呋喃,109-99-9,4 0.6(SML),,,,,
A6,FCA1161,四氧化三铁,1317-61-9,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA1163,松香,8050-09-7,按生产需要适量使用,,,,,
A6,FCA1167,酸水解淀粉辛烯基丁二酸酯,68584-85-0,"按生产需要适量使用  25g/kg(淀粉醋酸 :QM,以乙酰基计",),,,,
A6,FCA1168,酸水解支链淀粉 -1-辛烯基丁二酸酯,113894-85-2,"按生产需要适量使用  25g/kg(醋酸酯淀粉 :QM,以乙酰基计",),,,,
A6,FCA1172,碳酸锆铵,68309-95-5,1mg/dm2(以二氧化锆计 ),,,,,
A6,FCA1173,碳酸锆钾,23570-56-1,1.25mg/dm2(以二氧化锆计 ),,,,,
A6,FCA1178,甜橘油,8008-57-9,按生产需要适量使用,,,,,
A6,FCA1180,脱水山梨醇单十八酸酯 ;山梨醇酐单硬脂酸酯 (斯潘 60),1338-41-6,0.01,,,,,
A6,FCA1183,妥尔油松香,8052-10-6,按生产需要适量使用,,,,,
A6,FCA1184,妥尔油松香与反丁烯二酸化松香与甲醛的聚合物  — 0.03 15 15,,,,,,,
A6,FCA1185,妥尔油脂肪酸,61790-12-3,按生产需要适量使用,,,,,
A6,FCA1186,微晶石蜡与烃蜡,63231-60-7,按生产需要适量使用,,,,,
A6,FCA1189,戊二醛,111-30-8,0.03,,,,,
A6,FCA1191,纤维素酶,9012-54-8,"按生产需要适量使用  ND(SML,DL=0.01mg/kg)",,,,,
A6,FCA1192,硝酸,7697-37-2,按生产需要适量使用,,,,,
A6,FCA1193,硝酸钠,7631-99-4,按生产需要适量使用,,,,,
A6,FCA1194,硝酸铜,3251-23-8,按生产需要适量使用 所生产出的材料和制品使用温度低于 120℃。铜元素 SML应符合附录 C规定,,,,,
A6,FCA1200,溴化铵,12124-97-9,0.033(以干重计 ),,,,,
A6,FCA1202,亚甲基丁二酸,97-65-4,按生产需要适量使用,,,,,
A6,FCA1203,"亚甲基丁二酸与 1,3-丁二烯、苯乙烯、2-丙烯腈和 2-丙烯酸的聚合物",118948-85-9,"30 ND(1,3-丁二烯 :SML,DL=0.01mg/kg)或","1(1,3-丁二烯 :QM);ND(丙烯腈 :SML,DL=0.01mg/kg)",6,22,,
A6,FCA1204,"亚甲基丁二酸与 1,3-丁二烯、苯乙烯、2-丙烯酸和松香的聚合物  — 按生产需要适量使用  1(1,3-丁二烯 :QM)或 ND(1,3-丁二烯 :SML,DL=0.01mg/kg) 6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23",,,,,,,
A6,FCA1205,"亚甲基丁二酸与 1,3-丁二烯、苯乙烯和 2-丙烯酸 -2-羟乙酯的聚合物",36089-06-2,"10 ND(1,3-丁二烯 :SML,DL=0.01mg/kg)或","1(1,3-丁二烯 :QM);6(2-丙烯酸 -2-羟乙酯 :SML)",,,,
A6,FCA1206,"亚甲基丁二酸与 1,3-丁二烯、乙烯基苯和 2-丙烯酸的聚合物",26102-56-7,"10 ND(1,3-丁二烯 :SML,DL=0.01mg/kg)或","1(1,3-丁二烯 :QM)",6,22,,
A6,FCA1207,亚甲基丁二酸与 2-丙烯酸乙酯和 2-甲基 -2-丙烯酸甲酯的聚合物,24980-96-9,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A6,FCA1208,"亚甲基双硫氰酸酯和 N ,N-二甲基甲酰胺的混合物",6317-18-6;68-12-2,按生产需要适量使用  ND(亚甲基双硫氰酸酯 :SML),,,,,
A6,FCA1209,"亚磷酸三 (2,4-二叔丁基苯 )酯 ;三 (2,4-二叔丁基苯基 )亚磷酸酯 ;抗氧剂 168",31570-04-4,0.5,,,,,
A6,FCA1211,亚硫酸钠,7757-83-7,按生产需要适量使用  10 19,,,,,
A6,FCA1212,亚硫酸氢钠,7631-90-5,按生产需要适量使用  10 19,,,,,
A6,FCA1214,亚硝酸钠,7632-00-0,0.05 0.6(SML),,,,,
A6,FCA1216,盐酸,7647-01-0,按生产需要适量使用,,,,,
A6,FCA1218,羊毛脂,8006-54-0,按生产需要适量使用,,,,,
